"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hapcl_c","hprecalc13","hprecalc13_c","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_c","tcare","tcare_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band","psw"
0,6,-0.527,7,7,0.9552,1,0,-0.2468,0,-0.3436,6,1.512,1,-1.301,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,4,0,-0.8,-0.88456,0,4,-0.1,0.9,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,4,NA,5,4,4,5,6,7,6,6,6,3487,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.636175157928024
0,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,13,3.2376,0,-2.9496,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,12,0.7,1.7,3,3,3,2,2,2,2,2,3,2,3,2,2,2,2,3,3,4,NA,5,3,5,6,5,6,6,3488,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.639495126295142
1,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,3,-6.7624,0,-2.9496,1,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,-11,-1.6,-0.6,3,2,3,3,3,3,3,2,3,2,3,3,3,3,3,5,5,5,5,5,6,6,6,6,6,5,3489,1,1,0,5,"Black Campus Connector","non_FASt_1_11",0.594006623431037
1,8,1.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,8,-1.7624,3,0.0503999999999998,1,"Asian","With family (commuting)","Female",0,-0.2482,56,1,4.4,4.31544,4.31544,29,2.4,3.4,1,2,2,2,2,2,3,2,2,2,3,3,3,3,4,3,4,3,4,3,3,4,5,4,5,5,3490,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus",1.82315666744657
1,8,1.473,6,7,0.9552,0,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,5,0,-0.7,-0.78456,0,17,1.2,2.2,4,4,4,3,3,3,4,3,3,2,2,3,3,2,2,4,4,NA,4,3,5,6,7,7,7,NA,3491,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.696178433742387
0,5,-1.527,5,7,0.9552,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,18,15.0504,0,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,8,0,-0.4,-0.48456,0,3,-0.2,0.8,2,2,3,3,3,3,3,2,3,4,4,3,3,3,2,6,6,6,5,6,6,3,3,3,3,2,3492,1,1,0,4,"Asian First-Gen Navigator","non_FASt_1_11",0.494888871534366
0,5,-1.527,6,7,0.9552,1,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,8,-1.7624,0,-2.9496,0,"White","Off-campus (rent/apartment)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,27,2.2,3.2,2,2,2,2,3,3,3,3,2,2,1,2,2,2,2,3,2,2,2,2,2,4,4,4,5,5,3493,1,1,0,13,"White Working-Class Striver","non_FASt_1_11",0.556203555826051
1,7,0.473,7,5,-1.0448,1,1,0.7532,0,-0.3436,5,0.512,1,-1.301,8,-1.7624,13,10.0504,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,27,2.2,3.2,3,3,3,4,3,3,3,3,2,3,3,2,3,3,3,3,3,3,3,4,4,5,5,5,5,4,3494,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.714446530687449
0,7,0.473,6,5,-1.0448,1,0,-0.2468,0,-0.3436,7,2.512,4,1.699,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,2,0,-1,-1.08456,0,5,0,1,3,3,3,3,2,3,2,3,3,4,3,3,3,3,2,3,4,4,4,4,3,5,5,5,5,5,3495,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.652193756721215
1,5,-1.527,6,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,13,3.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7518,1,0,-1.1,-1.18456,0,12,0.7,1.7,3,3,3,4,4,3,3,4,3,2,3,3,3,3,3,3,4,3,3,3,3,5,NA,5,5,5,3496,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.542703746339632
0,7,0.473,7,5,-1.0448,1,1,0.7532,1,0.6564,5,0.512,3,0.699,18,8.2376,8,5.0504,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,20,1,0.8,0.71544,0.71544,10,0.5,1.5,2,2,2,3,3,3,3,3,2,3,2,3,3,3,3,NA,4,4,4,4,4,3,4,4,4,3,3497,2,6,1,2,"Latino Off-Campus Working","FASt_12plus",1.70135126186265
1,7,0.473,7,8,1.9552,1,0,-0.2468,1,0.6564,4,-0.488,2,-0.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,9,0,-0.3,-0.38456,0,0,-0.5,0.5,3,3,3,2,2,2,2,3,2,3,3,2,2,3,3,4,5,4,4,4,5,4,4,4,4,4,3498,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.764803894224983
0,6,-0.527,7,7,0.9552,0,0,-0.2468,1,0.6564,5,0.512,3,0.699,13,3.2376,3,0.0503999999999998,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,35,1,2.3,2.21544,2.21544,29,2.4,3.4,2,2,2,3,3,3,3,2,3,2,3,2,2,4,3,4,4,4,4,3,3,5,6,5,5,5,3499,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.86132116287547
1,6,-0.527,7,7,0.9552,1,0,-0.2468,1,0.6564,4,-0.488,2,-0.301,23,13.2376,3,0.0503999999999998,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,14,1,0.2,0.11544,0.11544,-15,-2,-1,3,3,3,2,3,2,2,3,2,3,2,2,3,4,4,3,3,3,3,4,3,5,4,5,5,5,3500,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.83755766197884
1,7,0.473,7,5,-1.0448,0,0,-0.2468,1,0.6564,5,0.512,4,1.699,8,-1.7624,0,-2.9496,0,"White","On-campus (residence hall)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,2,-0.3,0.7,4,4,4,4,4,4,4,4,3,2,3,3,2,3,4,3,3,3,3,3,2,6,6,6,6,6,3501,1,1,0,6,"White Residential Traditional","non_FASt_1_11",0.729760756100671
0,6,-0.527,7,8,1.9552,1,0,-0.2468,0,-0.3436,2,-2.488,3,0.699,0,-9.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,25,1,1.3,1.21544,1.21544,32,2.7,3.7,2,2,2,3,3,4,3,4,3,3,2,3,3,2,2,6,6,6,6,5,6,4,4,4,4,4,3502,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus",2.03195303627865
0,6,-0.527,7,5,-1.0448,0,1,0.7532,1,0.6564,5,0.512,2,-0.301,13,3.2376,0,-2.9496,0,"Black/African American","Off-campus (rent/apartment)","Male",1,0.7518,7,0,-0.5,-0.58456,0,-2,-0.7,0.3,3,3,2,3,2,4,2,3,3,2,3,3,3,2,2,4,4,5,5,5,5,5,5,5,5,4,3503,1,2,1,12,"Black Male Striver","non_FASt_1_11",0.848976349671375
0,6,-0.527,6,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,32,2.7,3.7,2,1,2,3,2,3,2,3,4,4,3,4,4,2,2,4,4,4,NA,4,4,5,4,4,4,3,3504,0,2,1,9,"Hispanic On-Campus Transitioner","non_DE",0.549604856195395
0,7,0.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,0,-2.9496,0,"White","On-campus (residence hall)","Male",1,0.7518,6,0,-0.6,-0.68456,0,-13,-1.8,-0.8,4,4,4,2,2,2,2,2,3,3,4,2,3,4,4,3,2,2,3,NA,2,4,5,5,5,4,3505,1,2,1,6,"White Residential Traditional","non_FASt_1_11",0.609627444921235
0,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,3,-6.7624,13,10.0504,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,6,0,-0.6,-0.68456,0,5,0,1,2,1,2,3,2,3,2,2,2,3,1,2,3,3,3,5,5,5,5,NA,4,3,2,3,2,2,3506,1,3,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.514443771341452
0,6,-0.527,7,8,1.9552,0,0,-0.2468,0,-0.3436,5,0.512,3,0.699,28,18.2376,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,23,1.8,2.8,3,3,3,3,3,3,3,3,2,2,2,2,2,4,4,4,4,4,4,4,5,3,2,3,4,3,3507,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.705337938718717
1,6,-0.527,6,7,0.9552,0,1,0.7532,0,-0.3436,4,-0.488,3,0.699,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,75,1,6.3,6.21544,6.21544,26,2.1,3.1,4,4,4,3,3,3,4,4,2,2,1,2,2,4,4,4,4,4,4,5,4,4,3,4,3,4,3508,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.88141265265013
0,8,1.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,13,3.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7518,40,1,2.8,2.71544,2.71544,-12,-1.7,-0.7,3,3,4,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,NA,NA,4,5,5,5,6,5,3509,2,5,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.88658333109472
1,7,0.473,7,6,-0.0448000000000004,1,1,0.7532,0,-0.3436,5,0.512,2,-0.301,13,3.2376,0,-2.9496,1,"White","With family (commuting)","Male",1,0.7518,4,0,-0.8,-0.88456,0,33,2.8,3.8,2,1,2,3,3,4,3,3,3,3,3,3,3,3,3,NA,4,4,4,4,4,5,5,5,5,4,3510,1,2,1,11,"White Rural First-Gen","non_FASt_1_11",0.808094127802645
0,8,1.473,7,6,-0.0448000000000004,0,1,0.7532,1,0.6564,2,-2.488,3,0.699,8,-1.7624,0,-2.9496,1,"White","Off-campus (rent/apartment)","Male",0,-0.2482,0,0,-1.2,-1.28456,0,27,2.2,3.2,3,3,3,2,1,2,2,2,3,3,2,3,3,4,3,4,3,3,4,3,4,3,4,4,4,4,3511,0,2,1,13,"White Working-Class Striver","non_DE",0.907927208304141
1,7,0.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,4,-0.488,2,-0.301,8,-1.7624,0,-2.9496,1,"White","On-campus (residence hall)","Male",0,-0.2482,16,1,0.4,0.31544,0.31544,13,0.8,1.8,3,3,3,2,3,3,3,3,4,3,4,4,4,4,4,3,3,3,3,3,4,6,6,7,6,7,3512,2,4,1,6,"White Residential Traditional","FASt_12plus",1.88344809135555
1,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,2,-2.488,3,0.699,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,12,1,0,-0.08456,-0.08456,5,0,1,2,2,2,3,3,3,3,3,4,4,3,4,4,4,4,3,3,3,4,2,2,7,6,7,7,7,3513,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",2.06134893526907
1,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,3,0.699,13,3.2376,0,-2.9496,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,1,0,-1.1,-1.18456,0,-8,-1.3,-0.3,3,3,3,2,3,2,2,2,2,3,3,2,3,3,3,2,2,2,2,1,NA,4,4,4,3,4,3514,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.61326520827395
0,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,18,8.2376,3,0.0503999999999998,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2482,11,0,-0.1,-0.18456,0,7,0.2,1.2,1,2,1,3,2,3,2,3,2,2,4,3,2,2,2,5,5,NA,5,5,4,5,4,4,3,4,3515,1,3,1,4,"Asian First-Gen Navigator","non_FASt_1_11",0.664939801386666
1,6,-0.527,7,7,0.9552,1,1,0.7532,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,3,0,-0.9,-0.98456,0,6,0.1,1.1,3,4,3,3,3,2,2,3,2,3,2,2,3,2,2,NA,3,3,4,4,3,4,4,4,4,3,3516,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.736559616353266
1,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,6,1.512,4,1.699,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,21,1.6,2.6,3,4,3,3,2,2,4,3,2,2,2,2,1,3,3,3,3,3,3,4,4,5,5,5,NA,4,3517,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.592592262542363
0,7,0.473,6,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,8,-1.7624,0,-2.9496,0,"Other/Multiracial/Unknown","With family (commuting)","Male",1,0.7518,3,0,-0.9,-0.98456,0,6,0.1,1.1,3,3,3,4,3,4,4,3,4,3,4,4,3,3,3,3,3,3,3,3,3,NA,4,5,NA,5,3518,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.646943300367348
1,6,-0.527,7,5,-1.0448,1,1,0.7532,1,0.6564,6,1.512,4,1.699,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,4,-0.1,0.9,2,2,2,3,2,2,2,3,3,2,3,2,3,2,2,4,NA,5,NA,4,4,5,5,5,5,5,3519,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.818927908650835
1,6,-0.527,7,8,1.9552,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,3,-6.7624,3,0.0503999999999998,0,"Black/African American","On-campus (residence hall)","Female",1,0.7518,8,0,-0.4,-0.48456,0,-2,-0.7,0.3,2,2,2,3,4,4,3,3,2,2,3,2,3,3,3,3,3,3,3,3,2,4,4,3,4,4,3520,1,3,1,5,"Black Campus Connector","non_FASt_1_11",0.599661076746984
1,5,-1.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,8,-1.7624,0,-2.9496,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,27,2.2,3.2,2,2,2,2,2,2,2,2,4,4,3,4,4,3,3,3,3,3,3,NA,3,7,7,7,7,7,3521,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.550731612109976
0,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,32,2.7,3.7,3,3,2,3,3,2,3,3,2,2,3,2,2,3,3,4,4,4,4,4,4,5,4,5,5,5,3522,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.627212919633051
0,7,0.473,7,5,-1.0448,1,1,0.7532,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,80,1,6.8,6.71544,6.71544,16,1.1,2.1,4,3,3,4,3,4,4,3,3,2,3,3,2,3,3,3,4,4,3,5,3,NA,4,5,4,3,3523,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus",1.86925871006361
0,6,-0.527,7,5,-1.0448,1,0,-0.2468,1,0.6564,5,0.512,2,-0.301,13,3.2376,0,-2.9496,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",0,-0.2482,0,0,-1.2,-1.28456,0,2,-0.3,0.7,2,1,1,2,2,3,3,3,2,3,3,3,2,3,3,5,5,5,5,4,4,5,5,5,5,5,3524,0,3,1,8,"Multiracial Bridge-Builder","non_DE",0.698027688212637
1,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,13,3.2376,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,28,1,1.6,1.51544,1.51544,-12,-1.7,-0.7,2,3,2,2,3,3,2,3,3,3,4,4,4,3,3,4,NA,NA,4,4,5,5,5,5,5,5,3525,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus",2.00697175629517
1,6,-0.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,1,-3.488,2,-0.301,23,13.2376,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,31,2.6,3.6,3,3,3,3,4,4,3,3,1,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3526,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11",0.568257155092434
0,6,-0.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,8,-1.7624,8,5.0504,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,7,0,-0.5,-0.58456,0,28,2.3,3.3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,2,5,5,5,5,4,5,5,6,6,6,6,3527,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11",0.552561476216483
0,5,-1.527,6,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,3,-1.488,3,0.699,13,3.2376,13,10.0504,1,"Other/Multiracial/Unknown","With family (commuting)","Male",1,0.7518,5,0,-0.7,-0.78456,0,26,2.1,3.1,3,3,3,4,3,4,3,4,3,2,3,2,3,3,3,4,4,4,4,4,4,4,NA,4,4,4,3528,1,3,1,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.603232600581162
1,7,0.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,13,3.2376,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,8,0,-0.4,-0.48456,0,25,2,3,2,3,3,4,4,3,3,3,2,3,2,3,3,3,3,5,NA,NA,5,5,6,6,5,6,6,6,3529,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.614936257523377
1,8,1.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,3,-6.7624,0,-2.9496,0,"White","With family (commuting)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,9,0.4,1.4,2,2,2,3,3,2,3,3,3,3,3,2,2,3,3,4,4,4,4,3,4,7,7,6,6,6,3530,1,3,1,11,"White Rural First-Gen","non_FASt_1_11",0.657118905627293
0,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,13,3.2376,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,10,0,-0.2,-0.28456,0,16,1.1,2.1,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,4,NA,5,5,NA,4,4,4,4,4,4,3531,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.72557571887889
0,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,6,0,-0.6,-0.68456,0,31,2.6,3.6,3,4,4,3,3,3,3,3,4,4,4,4,4,3,3,4,5,4,5,4,5,4,5,4,5,5,3532,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.590819750231194
1,7,0.473,7,7,0.9552,0,0,-0.2468,1,0.6564,4,-0.488,2,-0.301,13,3.2376,0,-2.9496,0,"Asian","With family (commuting)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,19,1.4,2.4,2,2,2,3,3,3,3,3,2,3,2,3,3,1,2,4,4,4,4,4,3,4,4,4,4,5,3533,1,3,1,3,"Asian High-Pressure Achiever","non_FASt_1_11",0.781923882517803
1,5,-1.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,13,3.2376,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,2,0,-1,-1.08456,0,27,2.2,3.2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,5,4,4,4,5,5,5,4,NA,5,3534,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.520050491930299
1,6,-0.527,6,8,1.9552,0,0,-0.2468,0,-0.3436,4,-0.488,4,1.699,3,-6.7624,3,0.0503999999999998,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",0,-0.2482,1,0,-1.1,-1.18456,0,34,2.9,3.9,2,1,2,4,4,4,4,4,3,3,3,4,3,3,3,2,3,3,3,2,2,5,6,5,6,6,3535,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11",0.595655176025869
0,7,0.473,6,8,1.9552,0,1,0.7532,0,-0.3436,7,2.512,2,-0.301,13,3.2376,0,-2.9496,0,"White","On-campus (residence hall)","Male",1,0.7518,30,1,1.8,1.71544,1.71544,-14,-1.9,-0.9,3,3,3,3,4,3,4,4,3,3,4,3,3,3,3,2,1,1,2,2,2,6,6,6,7,6,3536,2,4,1,6,"White Residential Traditional","FASt_12plus",1.69903811929941
0,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,3,-6.7624,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,3,0,-0.9,-0.98456,0,8,0.3,1.3,1,1,1,2,2,2,2,1,3,2,3,3,2,4,3,5,5,NA,5,5,5,3,3,4,3,3,3537,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.615581435366974
1,5,-1.527,6,7,0.9552,1,0,-0.2468,0,-0.3436,3,-1.488,3,0.699,13,3.2376,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,5,0,-0.7,-0.78456,0,17,1.2,2.2,2,2,2,3,2,3,3,3,2,1,3,2,1,3,3,3,3,3,3,3,3,5,5,4,5,5,3538,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.558777362040858
1,6,-0.527,6,8,1.9552,1,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,3,-6.7624,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,17,1,0.5,0.41544,0.41544,-1,-0.6,0.4,3,3,4,2,3,3,2,2,3,3,3,3,3,2,3,NA,3,3,NA,3,5,5,4,5,5,5,3539,2,4,1,1,"Latina Commuter Caretaker","FASt_12plus",2.00059566433318
1,8,1.473,7,7,0.9552,0,0,-0.2468,0,-0.3436,6,1.512,3,0.699,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,6,0,-0.6,-0.68456,0,16,1.1,2.1,3,2,3,2,2,2,2,2,2,2,3,3,2,2,3,4,4,4,4,4,5,6,6,5,5,6,3540,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.73285643548992
1,6,-0.527,7,8,1.9552,1,0,-0.2468,1,0.6564,3,-1.488,3,0.699,23,13.2376,0,-2.9496,1,"White","Off-campus (rent/apartment)","Male",1,0.7518,28,1,1.6,1.51544,1.51544,17,1.2,2.2,2,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,3,3,3,NA,2,4,4,NA,4,4,3541,2,7,1,7,"White Off-Campus Working","FASt_12plus",1.81605053534901
1,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,18,8.2376,0,-2.9496,1,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,9,0.4,1.4,2,1,2,3,3,3,3,3,2,2,2,2,2,3,3,NA,NA,3,3,3,4,6,6,6,6,7,3542,1,2,1,5,"Black Campus Connector","non_FASt_1_11",0.795854517551828
0,8,1.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,3,0.699,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,5,0,-0.7,-0.78456,0,5,0,1,3,4,4,2,2,2,2,2,2,2,1,2,1,3,2,4,4,3,4,3,3,5,4,4,3,5,3543,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11",0.666729191049611
0,5,-1.527,6,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,32,1,2,1.91544,1.91544,7,0.2,1.2,3,2,2,3,3,3,3,3,2,2,3,3,2,2,2,6,6,5,6,6,5,3,3,4,3,4,3544,2,5,1,1,"Latina Commuter Caretaker","FASt_12plus",2.04565657579117
1,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,13,3.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,1,0,-1.1,-1.18456,0,23,1.8,2.8,3,3,3,4,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,NA,5,6,6,6,NA,6,3545,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11",0.598248134019846
1,8,1.473,7,7,0.9552,1,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,18,8.2376,23,20.0504,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,6,0,-0.6,-0.68456,0,8,0.3,1.3,2,2,3,4,3,3,3,3,3,2,3,3,3,2,2,5,5,5,5,5,6,4,4,4,4,4,3546,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.684961500272437
1,5,-1.527,7,6,-0.0448000000000004,1,1,0.7532,0,-0.3436,3,-1.488,1,-1.301,3,-6.7624,23,20.0504,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,4,0,-0.8,-0.88456,0,-14,-1.9,-0.9,2,2,2,4,4,4,4,4,2,2,2,2,1,3,3,4,5,5,4,5,NA,4,4,4,4,4,3547,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11",0.563600023543866
