"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hprecalc13","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_num","hacadpr13_num_c","tcare","tcare_num","tcare_num_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","SFcareer","SFotherwork","SFdiscuss","SFperform","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
0,8,1.47774601878318,7,7,0.959116925592805,1,0,0,3,-1.49826636753008,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2402,4,0,-0.8,-1.34726,0,-8,-1.3,-0.3,2,2,2,3,3,3,3,3,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,3,4,4,3,1,2,3,3988,1,2,1,12,"Black Male Striver","non_FASt_1_11"
1,5,-1.52225398121682,6,6,-0.0408830744071951,1,0,1,2,-2.49826636753008,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,3,-0.2,0.8,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,NA,4,4,NA,4,5,4,5,5,5,5,2,3,3,3,3989,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,0,1,0,4,-0.498266367530084,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Male",1,0.7598,56,1,4.4,3.85274,3.85274,25,2,3,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,6,6,6,6,5,6,5,5,5,5,4,3,2,2,3,3990,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,8,1.47774601878318,7,6,-0.0408830744071951,0,1,1,4,-0.498266367530084,4,1.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Other/Multiracial/Unknown","On-campus (residence hall)","Male",1,0.7598,5,0,-0.7,-1.24726,0,31,2.6,3.6,2,1,2,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,4,5,4,5,5,4,4,3,2,2,3991,1,3,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,7,0.477746018783177,7,8,1.9591169255928,0,0,1,5,0.501733632469916,2,-0.31734693877551,5,18,7.8078,2,3,0.4952,0,"White","On-campus (residence hall)","Male",0,-0.2402,4,0,-0.8,-1.34726,0,30,2.5,3.5,3,3,3,3,4,3,3,3,3,4,4,4,4,4,4,3,3,3,NA,3,3,7,7,7,7,6,2,2,1,3,3992,1,2,1,6,"White Residential Traditional","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,0,0,0,5,0.501733632469916,4,1.68265306122449,3,8,-2.1922,2,3,0.4952,0,"White","With family (commuting)","Male",0,-0.2402,10,0,-0.2,-0.747260000000004,0,13,0.8,1.8,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,1,1,2,1,1,1,5,6,6,6,6,4,3,3,2,3993,1,1,0,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,1,0,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,4,13,10.4952,0,"","Off-campus (rent/apartment)","Male",0,-0.2402,0,0,-1.2,-1.74726,0,25,2,3,3,3,3,4,4,4,3,4,3,3,3,3,2,4,3,3,2,2,2,2,2,6,7,6,6,6,2,1,3,3,3994,0,1,0,2,"Latino Off-Campus Working","non_DE"
1,8,1.47774601878318,7,5,-1.0408830744072,0,0,1,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,2,3,0.4952,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Male",0,-0.2402,20,1,0.8,0.252739999999996,0.252739999999996,14,0.9,1.9,3,3,3,3,2,2,3,3,3,3,2,3,3,2,2,NA,4,4,4,4,5,5,5,5,6,6,2,2,2,1,3995,2,7,1,8,"Multiracial Bridge-Builder","FASt_12plus"
0,8,1.47774601878318,7,8,1.9591169255928,0,0,0,6,1.50173363246992,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"White","On-campus (residence hall)","Male",1,0.7598,13,1,0.1,-0.447260000000004,-0.447260000000004,24,1.9,2.9,2,3,3,3,3,2,3,3,3,3,3,3,3,4,4,3,3,3,3,3,1,5,NA,5,6,6,3,2,2,3,3996,2,5,1,6,"White Residential Traditional","FASt_12plus"
0,8,1.47774601878318,7,5,-1.0408830744072,1,0,1,5,0.501733632469916,2,-0.31734693877551,7,28,17.8078,1,0,-2.5048,1,"Asian","With family (commuting)","Male",0,-0.2402,20,1,0.8,0.252739999999996,0.252739999999996,6,0.1,1.1,3,3,3,4,4,3,3,3,2,2,2,2,2,3,2,3,3,4,3,4,3,4,4,4,4,4,2,4,2,2,3997,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,8,1.47774601878318,7,8,1.9591169255928,1,0,0,4,-0.498266367530084,NA,NA,2,3,-7.1922,2,3,0.4952,1,"White","With family (commuting)","Female",0,-0.2402,4,0,-0.8,-1.34726,0,29,2.4,3.4,2,3,3,3,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,2,1,5,6,5,5,5,1,2,1,3,3998,1,3,1,11,"White Rural First-Gen","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,1,0,1,6,1.50173363246992,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,NA,"White","With family (commuting)","Male",0,-0.2402,7,0,-0.5,-1.04726,0,-13,-1.8,-0.8,3,3,3,3,2,3,3,3,2,2,2,2,2,4,3,4,4,4,3,3,4,4,5,5,5,5,2,1,2,3,3999,1,1,0,11,"White Rural First-Gen","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,1,0,NA,5,0.501733632469916,3,0.68265306122449,6,23,12.8078,2,3,0.4952,1,"Asian","Off-campus (rent/apartment)","Male",0,-0.2402,15,1,0.3,-0.247260000000004,-0.247260000000004,26,2.1,3.1,1,1,1,2,2,1,2,2,3,3,3,3,2,2,2,6,5,5,5,NA,5,3,3,3,3,2,3,4,2,1,4000,2,4,1,4,"Asian First-Gen Navigator","FASt_12plus"
0,6,-0.522253981216823,7,5,-1.0408830744072,1,0,1,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,16,1.1,2.1,4,3,4,3,2,3,3,2,3,3,3,4,3,3,3,3,3,2,2,2,2,3,3,3,3,4,2,2,2,2,4001,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.477746018783177,7,5,-1.0408830744072,0,1,0,7,2.50173363246992,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"White","On-campus (residence hall)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,-4,-0.9,0.1,3,3,3,3,3,4,4,3,3,3,3,3,4,4,4,NA,2,3,3,3,3,6,7,6,6,6,2,2,2,2,4002,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,8,1.47774601878318,7,7,0.959116925592805,0,0,0,5,0.501733632469916,2,-0.31734693877551,5,18,7.8078,3,8,5.4952,1,"Black/African American","On-campus (residence hall)","Female",0,-0.2402,4,0,-0.8,-1.34726,0,10,0.5,1.5,3,4,4,4,4,4,3,4,2,2,3,3,2,2,2,3,3,NA,3,3,3,7,7,7,7,7,2,2,2,3,4003,1,2,1,5,"Black Campus Connector","non_FASt_1_11"
0,5,-1.52225398121682,5,6,-0.0408830744071951,0,NA,0,3,-1.49826636753008,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,-8,-1.3,-0.3,2,4,3,3,3,3,3,4,3,2,3,2,3,2,3,4,NA,4,4,5,4,4,4,4,4,3,2,2,3,2,4004,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,8,1.47774601878318,7,5,-1.0408830744072,1,0,0,7,2.50173363246992,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,2,0,-1,-1.54726,0,9,0.4,1.4,2,3,NA,2,2,1,2,2,3,2,2,2,3,2,2,5,5,NA,5,5,NA,3,3,3,4,3,3,1,3,1,4005,1,2,1,13,"White Working-Class Striver","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,0,1,5,0.501733632469916,1,-1.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,12,1,0,-0.547260000000004,-0.547260000000004,24,1.9,2.9,4,4,3,4,3,3,3,3,3,2,3,4,3,3,3,5,4,NA,4,5,5,7,7,6,7,7,1,2,3,1,4006,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.477746018783177,6,6,-0.0408830744071951,1,0,1,4,-0.498266367530084,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7598,7,0,-0.5,-1.04726,0,31,2.6,3.6,NA,1,2,2,1,2,1,2,2,1,2,2,2,2,3,NA,6,5,6,5,6,3,2,3,2,3,3,1,3,3,4007,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,7,7,0.959116925592805,1,1,0,3,-1.49826636753008,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,73,1,6.1,5.55274,5.55274,-10,-1.5,-0.5,2,2,2,2,3,2,3,2,3,3,3,3,3,3,3,NA,5,5,5,4,4,2,3,3,3,3,3,1,2,1,4008,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
1,8,1.47774601878318,7,6,-0.0408830744071951,0,0,0,4,-0.498266367530084,1,-1.31734693877551,4,13,2.8078,3,8,5.4952,0,"White","Off-campus (rent/apartment)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,26,2.1,3.1,NA,3,3,3,2,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,1,2,1,3,4009,1,1,0,7,"White Off-Campus Working","non_FASt_1_11"
0,5,-1.52225398121682,7,6,-0.0408830744071951,0,0,0,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,2,3,0.4952,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,16,1,0.4,-0.147260000000004,-0.147260000000004,18,1.3,2.3,3,3,3,3,3,2,3,3,2,2,3,3,2,2,2,3,4,4,3,4,5,5,5,5,5,5,3,1,2,3,4010,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,6,-0.522253981216823,7,5,-1.0408830744072,1,0,0,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,2,3,0.4952,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,4,0,-0.8,-1.34726,0,21,1.6,2.6,3,3,2,3,2,3,3,3,2,1,2,2,2,2,2,4,4,4,4,4,NA,4,3,4,3,4,3,1,2,3,4011,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,0,1,1,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"White","With family (commuting)","Male",0,-0.2402,29,1,1.7,1.15274,1.15274,25,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,4,4,4,5,5,4,2,1,1,3,4012,2,7,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,8,1.47774601878318,7,8,1.9591169255928,0,0,1,4,-0.498266367530084,1,-1.31734693877551,6,23,12.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,25,1,1.3,0.752739999999996,0.752739999999996,9,0.4,1.4,2,2,NA,4,4,4,4,4,3,2,3,2,3,3,3,4,4,5,4,4,4,NA,NA,5,5,5,1,2,3,2,4013,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,5,-1.52225398121682,7,6,-0.0408830744071951,1,0,0,7,2.50173363246992,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,1,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",0,-0.2402,13,1,0.1,-0.447260000000004,-0.447260000000004,-2,-0.7,0.3,2,3,3,4,4,4,3,4,2,2,3,2,2,4,4,2,2,NA,3,3,3,NA,7,NA,7,6,3,4,2,2,4014,2,6,1,8,"Multiracial Bridge-Builder","FASt_12plus"
0,7,0.477746018783177,7,6,-0.0408830744071951,0,1,0,7,2.50173363246992,2,-0.31734693877551,3,8,-2.1922,3,8,5.4952,0,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2402,8,0,-0.4,-0.947260000000004,0,-8,-1.3,-0.3,4,4,4,2,2,2,1,2,2,2,2,2,3,3,3,4,3,3,3,4,4,4,3,4,4,4,2,1,2,2,4015,1,3,1,12,"Black Male Striver","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,1,0,0,2,-2.49826636753008,4,1.68265306122449,5,18,7.8078,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,0,0,-1.2,-1.74726,0,29,2.4,3.4,3,4,3,3,3,3,4,4,4,3,3,4,3,3,3,3,4,3,4,4,4,6,6,7,6,7,4,4,2,2,4016,0,2,1,9,"Hispanic On-Campus Transitioner","non_DE"
0,7,0.477746018783177,7,6,-0.0408830744071951,0,0,1,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,2,3,0.4952,1,"Other/Multiracial/Unknown","With family (commuting)","Male",1,0.7598,8,0,-0.4,-0.947260000000004,0,21,1.6,2.6,3,3,4,3,4,3,3,3,3,3,2,3,2,3,3,4,3,3,4,4,4,6,6,6,5,5,2,3,2,2,4017,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,6,-0.522253981216823,6,6,-0.0408830744071951,1,0,1,5,0.501733632469916,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"White","Off-campus (rent/apartment)","Female",1,0.7598,6,0,-0.6,-1.14726,0,13,0.8,1.8,2,2,2,2,3,2,2,2,2,1,2,2,2,2,3,4,3,3,3,3,3,4,NA,4,NA,4,3,1,2,2,4018,1,2,1,7,"White Off-Campus Working","non_FASt_1_11"
1,6,-0.522253981216823,7,6,-0.0408830744071951,0,0,1,4,-0.498266367530084,2,-0.31734693877551,8,35,24.8078,2,3,0.4952,0,"White","Off-campus (rent/apartment)","Male",0,-0.2402,1,0,-1.1,-1.64726,0,34,2.9,3.9,2,2,2,3,3,4,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,5,5,5,5,5,2,2,2,3,4019,1,1,0,7,"White Off-Campus Working","non_FASt_1_11"
0,8,1.47774601878318,7,6,-0.0408830744071951,0,1,1,4,-0.498266367530084,1,-1.31734693877551,3,8,-2.1922,2,3,0.4952,0,"Asian","With family (commuting)","Male",0,-0.2402,28,1,1.6,1.05274,1.05274,5,0,1,3,3,3,3,3,3,4,3,2,2,2,2,2,3,2,NA,4,3,3,3,4,5,5,6,6,5,1,2,3,3,4020,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.477746018783177,7,6,-0.0408830744071951,1,0,1,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,0,"White","With family (commuting)","Male",0,-0.2402,1,0,-1.1,-1.64726,0,-8,-1.3,-0.3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,NA,3,3,3,3,4,2,2,1,2,4021,1,2,1,11,"White Rural First-Gen","non_FASt_1_11"
0,8,1.47774601878318,7,7,0.959116925592805,0,0,0,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,2,3,0.4952,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7598,28,1,1.6,1.05274,1.05274,12,0.7,1.7,3,3,3,4,4,3,4,4,3,2,2,3,3,2,2,5,5,4,5,5,5,5,4,4,NA,5,2,2,2,1,4022,2,6,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,8,1.47774601878318,7,7,0.959116925592805,0,1,0,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,7,28,25.4952,0,"White","On-campus (residence hall)","Male",1,0.7598,32,1,2,1.45274,1.45274,0,-0.5,0.5,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,NA,4,4,3,3,3,5,5,4,4,4,2,2,2,3,4023,2,6,1,6,"White Residential Traditional","FASt_12plus"
0,7,0.477746018783177,6,6,-0.0408830744071951,1,0,1,2,-2.49826636753008,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,7,0,-0.5,-1.04726,0,-3,-0.8,0.2,3,3,2,3,2,2,2,2,3,3,2,2,3,4,4,4,4,4,4,5,4,5,4,5,5,5,1,2,1,2,4024,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,0,0,1,5,0.501733632469916,1,-1.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,26,2.1,3.1,3,3,3,3,3,3,2,3,2,2,3,3,3,4,4,2,3,3,3,2,3,5,5,5,5,5,1,2,2,4,4025,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,8,1.47774601878318,7,7,0.959116925592805,0,0,1,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,3,8,5.4952,0,"White","Off-campus (rent/apartment)","Female",1,0.7598,2,0,-1,-1.54726,0,17,1.2,2.2,4,4,4,3,3,3,4,4,3,3,2,2,3,4,4,3,3,3,2,3,3,5,5,5,4,5,2,2,2,1,4026,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
0,6,-0.522253981216823,7,5,-1.0408830744072,0,0,0,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,4,13,10.4952,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,8,0,-0.4,-0.947260000000004,0,-14,-1.9,-0.9,2,2,3,2,3,3,4,3,3,3,2,2,3,3,3,2,3,2,NA,3,2,5,NA,5,5,5,2,1,3,1,4027,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,5,-1.52225398121682,6,5,-1.0408830744072,0,0,0,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,0,"White","With family (commuting)","Male",0,-0.2402,7,0,-0.5,-1.04726,0,20,1.5,2.5,3,3,3,3,2,3,3,3,2,2,2,3,3,3,3,3,3,4,3,4,3,5,5,6,5,6,2,2,2,3,4028,1,2,1,11,"White Rural First-Gen","non_FASt_1_11"
0,7,0.477746018783177,7,7,0.959116925592805,0,0,0,4,-0.498266367530084,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"White","Off-campus (rent/apartment)","Female",0,-0.2402,51,1,3.9,3.35274,3.35274,13,0.8,1.8,3,3,3,3,4,3,4,3,3,3,2,3,3,2,3,4,NA,3,4,5,4,3,NA,4,4,4,2,2,1,2,4029,2,5,1,7,"White Off-Campus Working","FASt_12plus"
1,5,-1.52225398121682,6,7,0.959116925592805,1,0,0,3,-1.49826636753008,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,4,0,-0.8,-1.34726,0,30,2.5,3.5,3,3,3,2,3,2,3,3,2,2,2,2,2,2,3,6,6,5,5,6,6,NA,4,4,4,4,2,1,2,2,4030,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,7,8,1.9591169255928,1,0,1,4,-0.498266367530084,2,-0.31734693877551,4,13,2.8078,3,8,5.4952,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,-0.2402,11,0,-0.1,-0.647260000000004,0,-10,-1.5,-0.5,1,2,3,3,3,3,3,3,3,3,3,4,3,3,2,5,4,4,3,4,5,5,5,5,5,NA,2,2,2,2,4031,1,3,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,6,-0.522253981216823,7,5,-1.0408830744072,1,1,0,5,0.501733632469916,2,-0.31734693877551,5,18,7.8078,1,0,-2.5048,0,"Black/African American","On-campus (residence hall)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,15,1,2,2,2,1,3,3,3,2,2,2,2,3,3,3,4,4,3,3,3,3,3,3,4,5,5,4,5,2,2,3,2,4032,1,2,1,5,"Black Campus Connector","non_FASt_1_11"
1,7,0.477746018783177,7,6,-0.0408830744071951,0,0,1,5,0.501733632469916,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Asian","Off-campus (rent/apartment)","Female",0,-0.2402,50,1,3.8,3.25274,3.25274,-12,-1.7,-0.7,2,2,2,3,3,4,3,3,3,3,3,3,2,2,2,5,5,5,5,5,6,5,5,6,NA,6,3,2,3,1,4033,2,7,1,4,"Asian First-Gen Navigator","FASt_12plus"
1,6,-0.522253981216823,7,7,0.959116925592805,1,0,NA,3,-1.49826636753008,3,0.68265306122449,4,13,2.8078,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,-5,-1,0,2,2,3,3,2,3,3,3,3,3,3,2,2,3,2,4,4,4,NA,4,4,4,4,4,4,3,3,2,3,3,4034,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.522253981216823,7,5,-1.0408830744072,1,0,0,5,0.501733632469916,2,-0.31734693877551,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,-5,-1,0,3,3,3,4,4,3,4,3,4,4,3,3,3,3,3,4,4,4,4,3,3,5,5,6,6,5,2,2,4,2,4035,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,7,0.477746018783177,7,6,-0.0408830744071951,0,0,1,3,-1.49826636753008,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"White","With family (commuting)","Male",1,0.7598,21,1,0.9,0.352739999999996,0.352739999999996,12,0.7,1.7,3,3,3,3,4,3,4,3,3,4,3,4,4,4,4,3,3,3,3,3,3,7,7,7,7,7,2,4,2,1,4036,2,5,1,10,"Continuing-Gen Cruiser","FASt_12plus"
0,NA,NA,7,5,-1.0408830744072,0,1,0,5,0.501733632469916,3,0.68265306122449,6,23,12.8078,1,0,-2.5048,1,"Asian","With family (commuting)","Male",0,-0.2402,15,1,0.3,-0.247260000000004,-0.247260000000004,30,2.5,3.5,1,NA,2,4,3,4,4,3,3,3,2,2,3,3,3,4,4,4,4,4,4,5,5,5,5,4,3,3,1,3,4037,2,4,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,5,0.501733632469916,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,9,0,-0.3,-0.847260000000004,0,20,1.5,2.5,3,3,3,4,3,4,4,4,2,2,1,3,3,2,2,4,3,3,3,3,4,NA,5,5,5,5,2,3,1,2,4038,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.522253981216823,7,6,-0.0408830744071951,1,0,1,6,1.50173363246992,3,0.68265306122449,4,13,2.8078,2,3,0.4952,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,6,0,-0.6,-1.14726,0,28,2.3,3.3,4,3,3,4,2,3,4,3,4,4,4,4,4,3,3,4,5,5,4,4,4,5,6,6,5,6,3,4,2,3,4039,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
0,5,-1.52225398121682,7,5,-1.0408830744072,0,0,1,4,-0.498266367530084,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2402,6,0,-0.6,-1.14726,0,12,0.7,1.7,2,3,2,4,3,3,4,4,3,3,3,3,3,3,4,3,3,4,4,4,3,6,6,6,6,6,3,1,3,2,4040,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,5,-1.52225398121682,7,6,-0.0408830744071951,0,0,0,2,-2.49826636753008,2,-0.31734693877551,2,3,-7.1922,1,0,-2.5048,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",0,-0.2402,10,0,-0.2,-0.747260000000004,0,29,2.4,3.4,3,3,2,2,3,3,3,2,4,4,4,4,4,3,3,3,2,2,3,3,4,6,6,6,6,6,2,2,3,3,4041,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,7,0.477746018783177,7,5,-1.0408830744072,1,0,0,4,-0.498266367530084,3,0.68265306122449,3,8,-2.1922,1,0,-2.5048,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2402,6,0,-0.6,-1.14726,0,33,2.8,3.8,2,1,2,3,2,3,1,3,3,2,2,2,2,3,2,4,4,4,4,4,3,5,4,5,5,5,3,2,2,2,4042,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11"
0,7,0.477746018783177,7,5,-1.0408830744072,0,1,0,6,1.50173363246992,2,-0.31734693877551,4,13,2.8078,1,0,-2.5048,0,"Asian","With family (commuting)","Male",0,-0.2402,80,1,6.8,6.25274,6.25274,13,0.8,1.8,3,4,4,3,3,3,3,4,2,3,3,2,2,3,3,2,2,2,1,2,2,5,5,5,5,5,2,2,2,4,4043,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
1,7,0.477746018783177,7,6,-0.0408830744071951,1,0,1,3,-1.49826636753008,1,-1.31734693877551,2,3,-7.1922,3,8,5.4952,0,"White","Off-campus (rent/apartment)","Female",1,0.7598,1,0,-1.1,-1.64726,0,19,1.4,2.4,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,2,3,3,2,3,6,6,6,6,6,1,1,3,3,4044,1,2,1,10,"Continuing-Gen Cruiser","non_FASt_1_11"
1,6,-0.522253981216823,6,6,-0.0408830744071951,0,1,1,7,2.50173363246992,2,-0.31734693877551,3,8,-2.1922,2,3,0.4952,1,"White","Off-campus (rent/apartment)","Female",0,-0.2402,37,1,2.5,1.95274,1.95274,6,0.1,1.1,3,4,4,2,3,3,2,3,3,2,4,3,3,3,3,4,NA,4,4,NA,5,4,5,4,4,4,2,2,2,1,4045,2,7,1,7,"White Off-Campus Working","FASt_12plus"
0,6,-0.522253981216823,7,8,1.9591169255928,NA,0,0,6,1.50173363246992,3,0.68265306122449,2,3,-7.1922,1,0,-2.5048,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2402,7,0,-0.5,-1.04726,0,4,-0.1,0.9,3,4,3,3,3,3,4,3,2,3,2,2,3,3,3,3,4,4,4,3,4,5,NA,5,4,4,3,2,1,2,4046,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
