"cohort","hgrades","hgrades_c","Cgrades","bparented","bparented_c","pell","hapcl","hapcl_c","hprecalc13","hprecalc13_c","hchallenge","hchallenge_c","cSFcareer","cSFcareer_c","hacadpr13","hacadpr13_c","tcare","tcare_c","firstgen","re_all","living18","sex","StemMaj","StemMaj_c","trnsfr_cr","x_FASt","credit_dose","credit_dose_c","XZ_c","r","r_minus","r_plus","sbmyself","sbvalued","sbcommunity","pgthink","pganalyze","pgwork","pgvalues","pgprobsolve","SEwellness","SEnonacad","SEactivities","SEacademic","SEdiverse","evalexp","sameinst","MHWdacad","MHWdlonely","MHWdmental","MHWdexhaust","MHWdsleep","MHWdfinancial","QIstudent","QIadvisor","QIfaculty","QIstaff","QIadmin","id","DE_group_temp","hdc17","DC_student","archetype_id","archetype_name","credit_band"
1,8,1.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,3,-1.488,3,0.699,3,-6.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7518,5,0,-0.7,-0.78456,0,26,2.1,3.1,3,3,2,3,3,3,3,3,3,3,2,2,3,3,3,4,NA,4,3,3,3,5,6,6,6,6,4346,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,8,1.473,7,5,-1.0448,0,0,-0.2468,1,0.6564,5,0.512,2,-0.301,3,-6.7624,0,-2.9496,1,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,16,1,0.4,0.31544,0.31544,25,2,3,2,2,2,3,4,3,4,4,3,3,3,3,2,4,4,5,NA,5,5,5,4,4,4,4,4,3,4347,2,6,1,4,"Asian First-Gen Navigator","FASt_12plus"
0,8,1.473,7,8,1.9552,0,1,0.7532,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,0,-2.9496,0,"Asian","With family (commuting)","Male",0,-0.2482,1,0,-1.1,-1.18456,0,-8,-1.3,-0.3,1,1,2,4,2,4,3,4,3,3,3,3,2,2,2,5,5,5,5,5,6,4,5,4,4,4,4348,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,6,-0.527,7,5,-1.0448,0,1,0.7532,0,-0.3436,6,1.512,3,0.699,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,41,1,2.9,2.81544,2.81544,11,0.6,1.6,3,4,4,3,2,4,2,3,2,2,3,3,2,2,2,NA,2,2,NA,2,3,4,5,5,4,5,4349,2,6,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,6,-0.527,6,7,0.9552,0,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,8,-1.7624,8,5.0504,0,"Asian","With family (commuting)","Female",0,-0.2482,13,1,0.1,0.01544,0.01544,16,1.1,2.1,2,2,2,3,4,4,3,3,3,3,3,3,3,3,3,NA,5,NA,5,5,3,5,6,6,6,5,4350,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,6,-0.527,7,5,-1.0448,0,1,0.7532,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,26,1,1.4,1.31544,1.31544,7,0.2,1.2,3,2,2,4,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,6,6,NA,6,6,4351,2,6,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
0,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,28,18.2376,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,9,0,-0.3,-0.38456,0,7,0.2,1.2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,NA,6,5,5,5,5,4352,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,5,-1.527,6,7,0.9552,1,1,0.7532,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,18,15.0504,0,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,-4,-0.9,0.1,2,2,3,4,3,3,3,3,3,3,3,3,3,2,2,3,3,4,4,3,4,7,6,6,6,6,4353,1,2,1,5,"Black Campus Connector","non_FASt_1_11"
0,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,3,-6.7624,18,15.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,8,0,-0.4,-0.48456,0,31,2.6,3.6,2,2,2,4,4,4,4,4,2,1,2,2,2,2,2,5,NA,NA,5,5,6,5,5,5,5,5,4354,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,5,-1.527,7,5,-1.0448,1,1,0.7532,1,0.6564,6,1.512,2,-0.301,18,8.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,-1,-0.6,0.4,4,4,3,3,3,3,4,4,2,3,2,3,2,3,3,4,5,4,5,NA,4,4,4,4,3,4,4355,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,5,-1.527,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,5,0.512,1,-1.301,23,13.2376,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",1,0.7518,7,0,-0.5,-0.58456,0,-1,-0.6,0.4,4,4,4,3,2,3,3,3,4,4,4,4,3,4,4,2,3,3,3,3,2,6,6,6,6,6,4356,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,6,-0.527,6,8,1.9552,0,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,3,-6.7624,13,10.0504,0,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7518,7,0,-0.5,-0.58456,0,7,0.2,1.2,2,2,2,4,4,3,4,3,2,4,3,3,4,3,3,2,2,2,3,3,3,4,5,5,5,6,4357,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,5,0.512,2,-0.301,8,-1.7624,3,0.0503999999999998,1,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,-11,-1.6,-0.6,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,4,4,4,4,5,4,4,4,4,4,4,4358,1,2,1,4,"Asian First-Gen Navigator","non_FASt_1_11"
0,8,1.473,7,6,-0.0448000000000004,0,1,0.7532,1,0.6564,6,1.512,3,0.699,8,-1.7624,0,-2.9496,1,"White","On-campus (residence hall)","Female",1,0.7518,46,1,3.4,3.31544,3.31544,9,0.4,1.4,4,3,3,3,3,4,3,3,3,2,3,3,3,4,4,2,3,NA,2,2,1,6,6,6,NA,5,4359,2,4,1,6,"White Residential Traditional","FASt_12plus"
0,5,-1.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,6,1.512,2,-0.301,3,-6.7624,8,5.0504,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,2,0,-1,-1.08456,0,28,2.3,3.3,2,2,2,3,3,3,3,2,2,2,2,3,2,3,3,3,4,4,4,4,4,5,4,4,4,4,4360,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,6,-0.527,7,5,-1.0448,0,0,-0.2468,1,0.6564,6,1.512,1,-1.301,18,8.2376,0,-2.9496,0,"White","Off-campus (rent/apartment)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,22,1.7,2.7,2,2,2,3,3,3,3,3,1,2,1,1,1,1,2,4,5,4,5,5,5,5,5,NA,4,4,4361,1,3,1,7,"White Off-Campus Working","non_FASt_1_11"
1,8,1.473,7,6,-0.0448000000000004,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,3,-6.7624,3,0.0503999999999998,0,"Other/Multiracial/Unknown","With family (commuting)","Female",1,0.7518,7,0,-0.5,-0.58456,0,-14,-1.9,-0.9,3,3,3,3,3,3,2,2,3,3,3,2,3,3,4,NA,NA,4,NA,3,3,5,5,5,5,4,4362,1,1,0,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,8,1.473,7,5,-1.0448,1,1,0.7532,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,13,10.0504,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,5,0,-0.7,-0.78456,0,-9,-1.4,-0.4,4,4,4,2,2,2,1,2,2,2,2,2,2,3,3,5,5,5,5,5,5,5,5,5,4,5,4363,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,5,0.512,1,-1.301,8,-1.7624,0,-2.9496,1,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,11,0.6,1.6,3,4,3,4,4,4,4,4,3,1,3,3,2,4,3,3,3,3,NA,3,2,6,6,6,6,7,4364,1,2,1,5,"Black Campus Connector","non_FASt_1_11"
1,8,1.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,4,-0.488,4,1.699,8,-1.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,1,-0.4,0.6,1,2,2,2,2,2,1,2,3,3,3,3,4,2,2,4,4,4,4,3,4,4,4,3,3,3,4365,0,1,0,1,"Latina Commuter Caretaker","non_DE"
1,8,1.473,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,3,-6.7624,0,-2.9496,0,"White","On-campus (residence hall)","Female",1,0.7518,23,1,1.1,1.01544,1.01544,-8,-1.3,-0.3,2,2,2,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,4366,2,4,1,6,"White Residential Traditional","FASt_12plus"
1,7,0.473,7,6,-0.0448000000000004,0,1,0.7532,0,-0.3436,4,-0.488,3,0.699,8,-1.7624,13,10.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,2,0,-1,-1.08456,0,30,2.5,3.5,3,2,2,3,4,3,3,3,3,3,4,3,3,3,3,4,4,3,4,4,3,5,4,4,4,5,4367,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,6,-0.527,6,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,7,2.512,2,-0.301,13,3.2376,3,0.0503999999999998,0,"White","On-campus (residence hall)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,14,0.9,1.9,4,3,4,3,3,3,3,2,3,4,4,4,4,4,4,2,2,2,2,2,NA,7,7,7,6,6,4368,1,1,0,6,"White Residential Traditional","non_FASt_1_11"
1,7,0.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,3,-6.7624,0,-2.9496,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,10,0,-0.2,-0.28456,0,-7,-1.2,-0.2,3,4,4,3,2,2,2,2,3,3,3,3,3,2,2,2,1,2,2,2,1,4,4,4,4,4,4369,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,5,-1.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,8,-1.7624,0,-2.9496,0,"Black/African American","On-campus (residence hall)","Female",0,-0.2482,8,0,-0.4,-0.48456,0,-15,-2,-1,3,2,2,2,3,2,3,2,2,3,3,3,3,3,3,4,5,5,NA,4,4,5,6,5,5,5,4370,1,3,1,5,"Black Campus Connector","non_FASt_1_11"
0,7,0.473,7,8,1.9552,0,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,33,2.8,3.8,3,3,3,4,3,4,4,3,3,4,2,3,3,3,3,3,3,3,3,2,3,6,6,6,5,6,4371,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,5,0.512,2,-0.301,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,1,0,-1.1,-1.18456,0,-2,-0.7,0.3,2,2,2,2,3,2,2,2,4,4,3,4,4,3,3,3,3,3,3,3,3,4,5,5,5,5,4372,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,8,1.473,7,5,-1.0448,0,0,-0.2468,1,0.6564,5,0.512,2,-0.301,18,8.2376,0,-2.9496,0,"Asian","With family (commuting)","Female",1,0.7518,19,1,0.7,0.61544,0.61544,-5,-1,0,2,2,2,4,4,4,4,4,3,3,3,3,3,3,3,5,5,5,4,NA,5,4,4,4,4,3,4373,2,5,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,5,-1.527,7,5,-1.0448,1,0,-0.2468,1,0.6564,3,-1.488,3,0.699,13,3.2376,0,-2.9496,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,6,0,-0.6,-0.68456,0,16,1.1,2.1,3,3,3,3,3,3,4,3,4,4,4,4,4,2,2,3,3,4,4,NA,4,5,6,6,6,6,4374,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,7,0.473,7,5,-1.0448,0,1,0.7532,0,-0.3436,3,-1.488,2,-0.301,23,13.2376,0,-2.9496,1,"White","With family (commuting)","Male",1,0.7518,28,1,1.6,1.51544,1.51544,21,1.6,2.6,4,4,4,3,3,2,3,3,3,3,3,2,2,3,3,2,2,3,3,3,3,6,5,6,6,6,4375,2,4,1,10,"Continuing-Gen Cruiser","FASt_12plus"
1,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,5,0.512,1,-1.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,13,1,0.1,0.01544,0.01544,12,0.7,1.7,2,3,3,2,3,3,2,3,2,3,1,1,2,3,2,4,5,5,4,5,4,2,3,2,3,3,4376,2,6,1,2,"Latino Off-Campus Working","FASt_12plus"
1,6,-0.527,7,6,-0.0448000000000004,1,1,0.7532,0,-0.3436,5,0.512,3,0.699,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,10,0.5,1.5,2,2,2,3,3,2,2,3,2,3,3,2,2,3,3,4,4,3,NA,3,4,4,4,4,NA,3,4377,1,3,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
0,6,-0.527,7,7,0.9552,0,0,-0.2468,0,-0.3436,3,-1.488,4,1.699,13,3.2376,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,10,0,-0.2,-0.28456,0,-10,-1.5,-0.5,3,3,3,3,2,3,3,3,3,3,2,2,2,3,3,4,4,4,4,4,3,5,4,4,4,5,4378,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,4,-0.488,3,0.699,3,-6.7624,0,-2.9496,0,"Asian","With family (commuting)","Male",1,0.7518,5,0,-0.7,-0.78456,0,-14,-1.9,-0.9,2,2,1,4,3,3,4,4,3,2,2,3,2,2,2,5,4,5,5,4,NA,5,5,5,4,4,4379,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,5,-1.527,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,3,-1.488,2,-0.301,35,25.2376,0,-2.9496,0,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,6,0,-0.6,-0.68456,0,-15,-2,-1,3,3,3,3,4,4,4,4,3,3,2,2,3,2,2,4,4,4,NA,4,4,5,5,5,5,5,4380,1,3,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
0,7,0.473,6,5,-1.0448,0,0,-0.2468,0,-0.3436,5,0.512,3,0.699,13,3.2376,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,33,1,2.1,2.01544,2.01544,31,2.6,3.6,3,3,3,2,3,2,1,2,1,2,1,2,1,2,3,6,NA,6,6,6,6,4,4,3,4,4,4381,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,6,-0.527,6,6,-0.0448000000000004,1,1,0.7532,0,-0.3436,5,0.512,3,0.699,18,8.2376,0,-2.9496,0,"Other/Multiracial/Unknown","Off-campus (rent/apartment)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,26,2.1,3.1,4,4,3,3,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,4,6,6,7,6,7,4382,0,2,1,10,"Continuing-Gen Cruiser","non_DE"
0,5,-1.527,7,8,1.9552,1,0,-0.2468,1,0.6564,4,-0.488,2,-0.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,11,0,-0.1,-0.18456,0,-9,-1.4,-0.4,2,2,2,4,4,4,4,4,3,4,3,3,3,3,3,3,4,4,4,4,3,7,6,6,6,6,4383,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,6,-0.527,7,5,-1.0448,0,1,0.7532,1,0.6564,4,-0.488,1,-1.301,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,21,1,0.9,0.81544,0.81544,17,1.2,2.2,2,3,3,4,3,3,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,6,6,6,6,5,4384,2,4,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,6,-0.527,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,18,8.2376,0,-2.9496,1,"Other/Multiracial/Unknown","With family (commuting)","Male",1,0.7518,46,1,3.4,3.31544,3.31544,26,2.1,3.1,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,NA,3,2,5,4,5,4,4,4385,2,6,1,8,"Multiracial Bridge-Builder","FASt_12plus"
1,7,0.473,7,7,0.9552,0,0,-0.2468,0,-0.3436,3,-1.488,2,-0.301,8,-1.7624,0,-2.9496,0,"Asian","Off-campus (rent/apartment)","Female",0,-0.2482,70,1,5.8,5.71544,5.71544,13,0.8,1.8,2,2,2,3,2,3,2,3,1,2,2,2,2,2,3,4,4,4,4,4,4,3,4,3,4,4,4386,2,6,1,4,"Asian First-Gen Navigator","FASt_12plus"
0,8,1.473,7,6,-0.0448000000000004,1,1,0.7532,0,-0.3436,6,1.512,2,-0.301,3,-6.7624,18,15.0504,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,8,0.3,1.3,2,2,2,3,3,4,4,3,3,3,2,3,3,3,2,4,4,4,5,5,4,5,5,5,5,5,4387,1,1,0,1,"Latina Commuter Caretaker","non_FASt_1_11"
1,8,1.473,7,5,-1.0448,1,0,-0.2468,1,0.6564,4,-0.488,3,0.699,35,25.2376,0,-2.9496,0,"Asian","With family (commuting)","Female",0,-0.2482,43,1,3.1,3.01544,3.01544,-10,-1.5,-0.5,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,6,6,7,6,6,4388,2,7,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,8,1.473,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,5,0.512,2,-0.301,8,-1.7624,0,-2.9496,0,"White","On-campus (residence hall)","Female",1,0.7518,23,1,1.1,1.01544,1.01544,-9,-1.4,-0.4,4,3,3,4,3,4,3,3,4,3,4,4,4,3,3,3,2,3,2,2,4,7,6,7,6,6,4389,2,7,1,6,"White Residential Traditional","FASt_12plus"
0,8,1.473,7,7,0.9552,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,3,-6.7624,3,0.0503999999999998,1,"Other/Multiracial/Unknown","On-campus (residence hall)","Female",1,0.7518,53,1,4.1,4.01544,4.01544,-12,-1.7,-0.7,3,3,3,3,4,4,3,3,2,2,2,3,2,2,2,2,4,3,3,3,3,4,5,NA,5,5,4390,2,6,1,8,"Multiracial Bridge-Builder","FASt_12plus"
0,5,-1.527,7,5,-1.0448,0,0,-0.2468,1,0.6564,5,0.512,3,0.699,23,13.2376,3,0.0503999999999998,1,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,0,0,-1.2,-1.28456,0,1,-0.4,0.6,2,2,3,3,4,3,4,3,2,3,3,2,2,3,3,4,4,4,4,5,4,5,6,5,5,6,4391,0,2,1,1,"Latina Commuter Caretaker","non_DE"
1,7,0.473,7,5,-1.0448,1,1,0.7532,0,-0.3436,6,1.512,3,0.699,18,8.2376,3,0.0503999999999998,1,"White","Off-campus (rent/apartment)","Female",0,-0.2482,4,0,-0.8,-0.88456,0,10,0.5,1.5,2,2,2,2,2,3,2,1,1,2,2,1,2,2,2,4,4,4,4,4,4,3,3,3,3,3,4392,1,3,1,13,"White Working-Class Striver","non_FASt_1_11"
1,8,1.473,7,8,1.9552,0,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,8,-1.7624,23,20.0504,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,32,2.7,3.7,3,3,3,4,4,4,4,4,2,2,2,2,2,3,4,2,2,3,3,3,3,5,5,5,5,4,4393,1,2,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
0,6,-0.527,7,7,0.9552,1,1,0.7532,0,-0.3436,1,-3.488,2,-0.301,35,25.2376,0,-2.9496,0,"Black/African American","Off-campus (rent/apartment)","Male",0,-0.2482,43,1,3.1,3.01544,3.01544,23,1.8,2.8,3,3,3,2,2,3,3,2,3,3,2,3,2,3,4,4,4,4,4,3,4,4,5,4,4,4,4394,2,5,1,12,"Black Male Striver","FASt_12plus"
1,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,4,1.699,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","On-campus (residence hall)","Female",0,-0.2482,80,1,6.8,6.71544,6.71544,1,-0.4,0.6,4,3,3,3,3,2,2,3,4,4,3,3,3,3,3,4,3,3,3,3,4,6,5,6,5,5,4395,2,7,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,7,0.473,7,6,-0.0448000000000004,1,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,10,0.5,1.5,4,4,4,3,3,4,3,3,2,2,2,2,2,4,3,NA,NA,2,2,2,2,4,4,4,3,5,4396,1,2,1,2,"Latino Off-Campus Working","non_FASt_1_11"
1,6,-0.527,6,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,4,-0.488,2,-0.301,13,3.2376,0,-2.9496,0,"Hispanic/Latino","Off-campus (rent/apartment)","Male",0,-0.2482,6,0,-0.6,-0.68456,0,14,0.9,1.9,2,2,3,4,4,4,4,4,4,4,4,4,4,3,3,2,3,3,3,3,1,4,5,5,5,5,4397,1,1,0,2,"Latino Off-Campus Working","non_FASt_1_11"
0,7,0.473,7,5,-1.0448,0,0,-0.2468,0,-0.3436,5,0.512,2,-0.301,0,-9.7624,0,-2.9496,0,"Asian","With family (commuting)","Female",0,-0.2482,38,1,2.6,2.51544,2.51544,-2,-0.7,0.3,3,3,4,3,3,3,3,3,2,3,2,2,2,2,2,4,4,5,4,4,4,5,4,5,5,4,4398,2,6,1,3,"Asian High-Pressure Achiever","FASt_12plus"
0,5,-1.527,6,5,-1.0448,1,0,-0.2468,1,0.6564,5,0.512,3,0.699,3,-6.7624,0,-2.9496,1,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,4,0,-0.8,-0.88456,0,13,0.8,1.8,3,3,3,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,3,4,3,7,7,7,7,7,4399,1,1,0,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,0,-0.3436,5,0.512,3,0.699,13,3.2376,0,-2.9496,1,"Other/Multiracial/Unknown","With family (commuting)","Female",0,-0.2482,2,0,-1,-1.08456,0,17,1.2,2.2,3,3,3,3,3,3,3,4,3,4,4,4,4,3,3,5,4,5,4,5,4,5,4,4,4,4,4400,1,2,1,8,"Multiracial Bridge-Builder","non_FASt_1_11"
1,8,1.473,7,5,-1.0448,0,1,0.7532,0,-0.3436,5,0.512,2,-0.301,23,13.2376,8,5.0504,0,"Hispanic/Latino","On-campus (residence hall)","Male",0,-0.2482,37,1,2.5,2.41544,2.41544,23,1.8,2.8,2,2,2,2,2,2,2,2,3,3,4,3,3,4,4,4,4,4,4,4,4,5,5,5,5,6,4401,2,6,1,9,"Hispanic On-Campus Transitioner","FASt_12plus"
1,6,-0.527,7,5,-1.0448,1,0,-0.2468,0,-0.3436,6,1.512,3,0.699,18,8.2376,0,-2.9496,0,"Black/African American","Off-campus (rent/apartment)","Male",1,0.7518,25,1,1.3,1.21544,1.21544,13,0.8,1.8,2,3,3,3,2,1,2,2,2,3,4,4,4,3,3,4,4,4,4,3,4,4,4,5,4,5,4402,2,4,1,12,"Black Male Striver","FASt_12plus"
0,5,-1.527,7,7,0.9552,1,1,0.7532,0,-0.3436,6,1.512,1,-1.301,23,13.2376,3,0.0503999999999998,0,"Hispanic/Latino","With family (commuting)","Female",1,0.7518,22,1,1,0.91544,0.91544,-9,-1.4,-0.4,2,3,3,4,4,3,4,4,3,2,3,3,2,2,2,5,NA,5,5,5,6,3,2,NA,2,2,4403,2,7,1,1,"Latina Commuter Caretaker","FASt_12plus"
0,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,4,-0.488,3,0.699,23,13.2376,8,5.0504,1,"Hispanic/Latino","On-campus (residence hall)","Female",1,0.7518,6,0,-0.6,-0.68456,0,0,-0.5,0.5,3,3,3,3,2,3,2,2,3,2,3,3,2,4,4,3,4,4,4,4,4,4,5,4,5,5,4404,1,3,1,9,"Hispanic On-Campus Transitioner","non_FASt_1_11"
1,7,0.473,7,6,-0.0448000000000004,0,1,0.7532,1,0.6564,5,0.512,2,-0.301,3,-6.7624,0,-2.9496,0,"Asian","With family (commuting)","Female",0,-0.2482,11,0,-0.1,-0.18456,0,24,1.9,2.9,2,3,2,3,4,3,4,4,3,3,2,3,2,3,3,3,3,3,4,4,3,6,6,6,6,6,4405,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
0,6,-0.527,7,6,-0.0448000000000004,0,0,-0.2468,1,0.6564,3,-1.488,4,1.699,13,3.2376,0,-2.9496,0,"White","On-campus (residence hall)","Male",0,-0.2482,5,0,-0.7,-0.78456,0,-4,-0.9,0.1,3,3,4,3,3,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,7,7,7,7,7,4406,1,2,1,6,"White Residential Traditional","non_FASt_1_11"
0,7,0.473,7,7,0.9552,0,1,0.7532,0,-0.3436,5,0.512,3,0.699,8,-1.7624,0,-2.9496,1,"Asian","With family (commuting)","Male",0,-0.2482,8,0,-0.4,-0.48456,0,15,1,2,4,3,3,4,3,4,4,4,2,2,2,2,2,2,2,4,4,4,4,5,4,6,6,NA,6,7,4407,1,2,1,3,"Asian High-Pressure Achiever","non_FASt_1_11"
1,7,0.473,7,5,-1.0448,1,0,-0.2468,0,-0.3436,7,2.512,1,-1.301,8,-1.7624,0,-2.9496,0,"Hispanic/Latino","With family (commuting)","Female",0,-0.2482,7,0,-0.5,-0.58456,0,-13,-1.8,-0.8,3,4,4,2,3,3,3,3,2,2,2,2,2,2,2,4,3,4,3,3,3,2,3,3,3,3,4408,1,2,1,1,"Latina Commuter Caretaker","non_FASt_1_11"
